group,country,year,value,type,perc,unit
G7 and partners,Slovakia,1994-01-01,4,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Slovakia,1995-01-01,4,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Slovakia,1996-01-01,3.5,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Slovakia,1997-01-01,3.5,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Slovakia,1998-01-01,3.4,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Slovakia,1999-01-01,3.5,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Slovakia,2000-01-01,3.7,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Slovakia,2001-01-01,4,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Slovakia,2002-01-01,4.3,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Slovakia,2003-01-01,4.6,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Slovakia,2004-01-01,4.5,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Slovakia,2005-01-01,4.5,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Slovakia,2006-01-01,5.1,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Slovakia,2007-01-01,5.1,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Slovakia,2008-01-01,4.5,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2009-01-01,3.7,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2010-01-01,4.6,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2011-01-01,4.2,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2012-01-01,4.4,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2013-01-01,4.5,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2014-01-01,4.7,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2015-01-01,4.6,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2016-01-01,4.8,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2017-01-01,5,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2018-01-01,4.9,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Slovakia,2019-01-01,3.9,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Slovakia,2020-01-01,3.4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Slovakia,2021-01-01,4.9,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Slovakia,2022-01-01,3.9,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Slovenia,1992-01-01,0.4,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,1993-01-01,0.4,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,1994-01-01,0.4,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,1995-01-01,0.4,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,1996-01-01,0.3,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,1997-01-01,0.4,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,1998-01-01,0.4,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,1999-01-01,0.4,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,2000-01-01,0.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,2001-01-01,0.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,2002-01-01,0.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,2003-01-01,0.5,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,2004-01-01,0.6,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,2005-01-01,0.6,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,2006-01-01,0.6,Steel production,0.1,"tonnes (crude processing), million"
G7 and partners,Slovenia,2007-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2008-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2009-01-01,0.4,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2010-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2011-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2012-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2013-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2014-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2015-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2016-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2017-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2018-01-01,0.7,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2019-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2020-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2021-01-01,0.7,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Slovenia,2022-01-01,0.6,Steel production,0,"tonnes (crude processing), million"
G7 and partners,Spain,1991-01-01,12.9,Steel production,1.8,"tonnes (crude processing), million"
G7 and partners,Spain,1992-01-01,12.3,Steel production,1.7,"tonnes (crude processing), million"
G7 and partners,Spain,1993-01-01,13,Steel production,1.8,"tonnes (crude processing), million"
G7 and partners,Spain,1994-01-01,13.4,Steel production,1.8,"tonnes (crude processing), million"
G7 and partners,Spain,1995-01-01,13.8,Steel production,1.8,"tonnes (crude processing), million"
G7 and partners,Spain,1996-01-01,12.2,Steel production,1.6,"tonnes (crude processing), million"
G7 and partners,Spain,1997-01-01,13.7,Steel production,1.7,"tonnes (crude processing), million"
G7 and partners,Spain,1998-01-01,14.8,Steel production,1.9,"tonnes (crude processing), million"
G7 and partners,Spain,1999-01-01,14.9,Steel production,1.9,"tonnes (crude processing), million"
G7 and partners,Spain,2000-01-01,15.9,Steel production,1.9,"tonnes (crude processing), million"
G7 and partners,Spain,2001-01-01,16.5,Steel production,1.9,"tonnes (crude processing), million"
G7 and partners,Spain,2002-01-01,16.4,Steel production,1.8,"tonnes (crude processing), million"
G7 and partners,Spain,2003-01-01,16.4,Steel production,1.7,"tonnes (crude processing), million"
G7 and partners,Spain,2004-01-01,17.7,Steel production,1.7,"tonnes (crude processing), million"
G7 and partners,Spain,2005-01-01,17.8,Steel production,1.6,"tonnes (crude processing), million"
G7 and partners,Spain,2006-01-01,18.4,Steel production,1.5,"tonnes (crude processing), million"
G7 and partners,Spain,2007-01-01,19,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Spain,2008-01-01,18.6,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Spain,2009-01-01,14.4,Steel production,1.2,"tonnes (crude processing), million"
G7 and partners,Spain,2010-01-01,16.3,Steel production,1.1,"tonnes (crude processing), million"
G7 and partners,Spain,2011-01-01,15.5,Steel production,1,"tonnes (crude processing), million"
G7 and partners,Spain,2012-01-01,13.6,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,Spain,2013-01-01,14.3,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,Spain,2014-01-01,14.2,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Spain,2015-01-01,14.8,Steel production,0.9,"tonnes (crude processing), million"
G7 and partners,Spain,2016-01-01,13.7,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Spain,2017-01-01,14.4,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Spain,2018-01-01,14.3,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,Spain,2019-01-01,13.6,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Spain,2020-01-01,11,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Spain,2021-01-01,14.2,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Spain,2022-01-01,11.5,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,1991-01-01,4.3,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,1992-01-01,4.4,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,1993-01-01,4.6,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,1994-01-01,5,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Sweden,1995-01-01,5,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Sweden,1996-01-01,4.9,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Sweden,1997-01-01,5.1,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,1998-01-01,5.2,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,Sweden,1999-01-01,5.1,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,2000-01-01,5.2,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,2001-01-01,5.5,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,2002-01-01,5.8,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,2003-01-01,5.7,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,2004-01-01,6,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,Sweden,2005-01-01,5.7,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,Sweden,2006-01-01,5.5,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Sweden,2007-01-01,5.7,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Sweden,2008-01-01,5.2,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,Sweden,2009-01-01,2.8,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Sweden,2010-01-01,4.8,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Sweden,2011-01-01,4.9,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Sweden,2012-01-01,4.3,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Sweden,2013-01-01,4.4,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Sweden,2014-01-01,4.5,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Sweden,2015-01-01,4.6,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Sweden,2016-01-01,4.8,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Sweden,2017-01-01,4.9,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Sweden,2018-01-01,4.7,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Sweden,2019-01-01,4.7,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,Sweden,2020-01-01,4.4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Sweden,2021-01-01,4.7,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Sweden,2022-01-01,4.4,Steel production,0.2,"tonnes (crude processing), million"
G7 and partners,Taiwan,1991-01-01,11.1,Steel production,1.5,"tonnes (crude processing), million"
G7 and partners,Taiwan,1992-01-01,10.7,Steel production,1.5,"tonnes (crude processing), million"
G7 and partners,Taiwan,1993-01-01,12,Steel production,1.6,"tonnes (crude processing), million"
G7 and partners,Taiwan,1994-01-01,11.6,Steel production,1.6,"tonnes (crude processing), million"
G7 and partners,Taiwan,1995-01-01,11.6,Steel production,1.5,"tonnes (crude processing), million"
G7 and partners,Taiwan,1996-01-01,12.7,Steel production,1.7,"tonnes (crude processing), million"
G7 and partners,Taiwan,1997-01-01,16.1,Steel production,2,"tonnes (crude processing), million"
G7 and partners,Taiwan,1998-01-01,17,Steel production,2.2,"tonnes (crude processing), million"
G7 and partners,Taiwan,1999-01-01,15.4,Steel production,2,"tonnes (crude processing), million"
G7 and partners,Taiwan,2000-01-01,16.9,Steel production,2,"tonnes (crude processing), million"
G7 and partners,Taiwan,2001-01-01,17.3,Steel production,2,"tonnes (crude processing), million"
G7 and partners,Taiwan,2002-01-01,18.2,Steel production,2,"tonnes (crude processing), million"
G7 and partners,Taiwan,2003-01-01,18.8,Steel production,1.9,"tonnes (crude processing), million"
G7 and partners,Taiwan,2004-01-01,19.6,Steel production,1.8,"tonnes (crude processing), million"
G7 and partners,Taiwan,2005-01-01,18.6,Steel production,1.6,"tonnes (crude processing), million"
G7 and partners,Taiwan,2006-01-01,20,Steel production,1.6,"tonnes (crude processing), million"
G7 and partners,Taiwan,2007-01-01,20.7,Steel production,1.5,"tonnes (crude processing), million"
G7 and partners,Taiwan,2008-01-01,19.9,Steel production,1.5,"tonnes (crude processing), million"
G7 and partners,Taiwan,2009-01-01,15.9,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,Taiwan,2010-01-01,19,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,Taiwan,2011-01-01,21.6,Steel production,1.4,"tonnes (crude processing), million"
G7 and partners,Taiwan,2012-01-01,19.9,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,Taiwan,2013-01-01,21.5,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,Taiwan,2014-01-01,22.5,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,Taiwan,2015-01-01,20.8,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,Taiwan,2016-01-01,20.9,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,Taiwan,2017-01-01,21.4,Steel production,1.2,"tonnes (crude processing), million"
G7 and partners,Taiwan,2018-01-01,22.3,Steel production,1.2,"tonnes (crude processing), million"
G7 and partners,Taiwan,2019-01-01,21.3,Steel production,1.1,"tonnes (crude processing), million"
G7 and partners,Taiwan,2020-01-01,21,Steel production,1.2,"tonnes (crude processing), million"
G7 and partners,Taiwan,2021-01-01,23,Steel production,1.2,"tonnes (crude processing), million"
G7 and partners,Taiwan,2022-01-01,21,Steel production,1.1,"tonnes (crude processing), million"
G7 and partners,Taiwan,2023-01-01,21,Steel production,1.1,"tonnes (crude processing), million"
G7 and partners,United Kingdom,1991-01-01,16.5,Steel production,2.2,"tonnes (crude processing), million"
G7 and partners,United Kingdom,1992-01-01,16.2,Steel production,2.2,"tonnes (crude processing), million"
G7 and partners,United Kingdom,1993-01-01,16.6,Steel production,2.3,"tonnes (crude processing), million"
G7 and partners,United Kingdom,1994-01-01,17.3,Steel production,2.4,"tonnes (crude processing), million"
G7 and partners,United Kingdom,1995-01-01,17.6,Steel production,2.3,"tonnes (crude processing), million"
G7 and partners,United Kingdom,1996-01-01,18,Steel production,2.4,"tonnes (crude processing), million"
G7 and partners,United Kingdom,1997-01-01,18.5,Steel production,2.3,"tonnes (crude processing), million"
G7 and partners,United Kingdom,1998-01-01,17.3,Steel production,2.2,"tonnes (crude processing), million"
G7 and partners,United Kingdom,1999-01-01,16.3,Steel production,2.1,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2000-01-01,15.2,Steel production,1.8,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2001-01-01,13.5,Steel production,1.6,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2002-01-01,11.5,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2003-01-01,13.1,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2004-01-01,13.8,Steel production,1.3,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2005-01-01,13.2,Steel production,1.2,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2006-01-01,13.9,Steel production,1.1,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2007-01-01,14.4,Steel production,1.1,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2008-01-01,13.5,Steel production,1,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2009-01-01,10.1,Steel production,0.8,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2010-01-01,9.7,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2011-01-01,9.5,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2012-01-01,9.6,Steel production,0.6,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2013-01-01,11.9,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2014-01-01,12,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2015-01-01,10.9,Steel production,0.7,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2016-01-01,7.6,Steel production,0.5,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2017-01-01,7.5,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2018-01-01,7.3,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2019-01-01,7.2,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2020-01-01,7.1,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2021-01-01,7.2,Steel production,0.4,"tonnes (crude processing), million"
G7 and partners,United Kingdom,2022-01-01,6,Steel production,0.3,"tonnes (crude processing), million"
G7 and partners,United States,1991-01-01,79.7,Steel production,10.8,"tonnes (crude processing), million"
G7 and partners,United States,1992-01-01,84.3,Steel production,11.6,"tonnes (crude processing), million"
G7 and partners,United States,1993-01-01,88.8,Steel production,12.2,"tonnes (crude processing), million"
G7 and partners,United States,1994-01-01,91.2,Steel production,12.5,"tonnes (crude processing), million"
G7 and partners,United States,1995-01-01,95.2,Steel production,12.7,"tonnes (crude processing), million"
G7 and partners,United States,1996-01-01,95.5,Steel production,12.7,"tonnes (crude processing), million"
G7 and partners,United States,1997-01-01,98.5,Steel production,12.4,"tonnes (crude processing), million"
G7 and partners,United States,1998-01-01,98.7,Steel production,12.8,"tonnes (crude processing), million"
G7 and partners,United States,1999-01-01,97.4,Steel production,12.4,"tonnes (crude processing), million"
G7 and partners,United States,2000-01-01,101.8,Steel production,12,"tonnes (crude processing), million"
G7 and partners,United States,2001-01-01,90.1,Steel production,10.6,"tonnes (crude processing), million"
G7 and partners,United States,2002-01-01,91.6,Steel production,10.1,"tonnes (crude processing), million"
G7 and partners,United States,2003-01-01,93.7,Steel production,9.6,"tonnes (crude processing), million"
G7 and partners,United States,2004-01-01,99.7,Steel production,9.4,"tonnes (crude processing), million"
G7 and partners,United States,2005-01-01,94.9,Steel production,8.3,"tonnes (crude processing), million"
G7 and partners,United States,2006-01-01,98.6,Steel production,7.9,"tonnes (crude processing), million"
G7 and partners,United States,2007-01-01,98.1,Steel production,7.3,"tonnes (crude processing), million"
G7 and partners,United States,2008-01-01,91.3,Steel production,6.9,"tonnes (crude processing), million"
G7 and partners,United States,2009-01-01,58.2,Steel production,4.7,"tonnes (crude processing), million"
G7 and partners,United States,2010-01-01,80.5,Steel production,5.6,"tonnes (crude processing), million"
G7 and partners,United States,2011-01-01,86,Steel production,5.7,"tonnes (crude processing), million"
G7 and partners,United States,2012-01-01,88.7,Steel production,5.8,"tonnes (crude processing), million"
G7 and partners,United States,2013-01-01,86.9,Steel production,5.4,"tonnes (crude processing), million"
G7 and partners,United States,2014-01-01,88.2,Steel production,5.3,"tonnes (crude processing), million"
G7 and partners,United States,2015-01-01,78.8,Steel production,4.9,"tonnes (crude processing), million"
G7 and partners,United States,2016-01-01,78.5,Steel production,4.8,"tonnes (crude processing), million"
G7 and partners,United States,2017-01-01,81.6,Steel production,4.7,"tonnes (crude processing), million"
G7 and partners,United States,2018-01-01,86.6,Steel production,4.8,"tonnes (crude processing), million"
G7 and partners,United States,2019-01-01,87.8,Steel production,4.7,"tonnes (crude processing), million"
G7 and partners,United States,2020-01-01,73,Steel production,4.1,"tonnes (crude processing), million"
G7 and partners,United States,2021-01-01,86,Steel production,4.4,"tonnes (crude processing), million"
G7 and partners,United States,2022-01-01,81,Steel production,4.3,"tonnes (crude processing), million"
G7 and partners,United States,2023-01-01,80,Steel production,4.2,"tonnes (crude processing), million"
Rest of world,World,1991-01-01,268.4,Steel production,36.4,"tonnes (crude processing), million"
Rest of world,World,1992-01-01,193.7,Steel production,26.8,"tonnes (crude processing), million"
Rest of world,World,1993-01-01,177.6,Steel production,24.3,"tonnes (crude processing), million"
Rest of world,World,1994-01-01,174.2,Steel production,23.9,"tonnes (crude processing), million"
Rest of world,World,1995-01-01,178.6,Steel production,23.8,"tonnes (crude processing), million"
Rest of world,World,1996-01-01,186.1,Steel production,24.8,"tonnes (crude processing), million"
Rest of world,World,1997-01-01,196.3,Steel production,24.6,"tonnes (crude processing), million"
Rest of world,World,1998-01-01,181.4,Steel production,23.6,"tonnes (crude processing), million"
Rest of world,World,1999-01-01,189,Steel production,24.1,"tonnes (crude processing), million"
Rest of world,World,2000-01-01,215.1,Steel production,25.3,"tonnes (crude processing), million"
Rest of world,World,2001-01-01,214.9,Steel production,25.2,"tonnes (crude processing), million"
Rest of world,World,2002-01-01,226.7,Steel production,25,"tonnes (crude processing), million"
Rest of world,World,2003-01-01,239.2,Steel production,24.6,"tonnes (crude processing), million"
Rest of world,World,2004-01-01,242.9,Steel production,22.9,"tonnes (crude processing), million"
Rest of world,World,2005-01-01,265.6,Steel production,23.3,"tonnes (crude processing), million"
Rest of world,World,2006-01-01,284.4,Steel production,22.7,"tonnes (crude processing), million"
Rest of world,World,2007-01-01,304.6,Steel production,22.6,"tonnes (crude processing), million"
Rest of world,World,2008-01-01,296.7,Steel production,22.3,"tonnes (crude processing), million"
Rest of world,World,2009-01-01,271.8,Steel production,22.1,"tonnes (crude processing), million"
Rest of world,World,2010-01-01,311.4,Steel production,21.8,"tonnes (crude processing), million"
Rest of world,World,2011-01-01,339,Steel production,22.3,"tonnes (crude processing), million"
Rest of world,World,2012-01-01,307.9,Steel production,20.3,"tonnes (crude processing), million"
Rest of world,World,2013-01-01,318.6,Steel production,19.7,"tonnes (crude processing), million"
Rest of world,World,2014-01-01,352,Steel production,21.1,"tonnes (crude processing), million"
Rest of world,World,2015-01-01,332.2,Steel production,20.6,"tonnes (crude processing), million"
Rest of world,World,2016-01-01,352,Steel production,21.6,"tonnes (crude processing), million"
Rest of world,World,2017-01-01,382.1,Steel production,22,"tonnes (crude processing), million"
Rest of world,World,2018-01-01,396.8,Steel production,21.8,"tonnes (crude processing), million"
Rest of world,World,2019-01-01,393.6,Steel production,21,"tonnes (crude processing), million"
Rest of world,World,2020-01-01,293.1,Steel production,16.4,"tonnes (crude processing), million"
Rest of world,World,2021-01-01,432.2,Steel production,22.2,"tonnes (crude processing), million"
Rest of world,World,2022-01-01,404.7,Steel production,21.5,"tonnes (crude processing), million"
Rest of world,World,2023-01-01,542,Steel production,28.5,"tonnes (crude processing), million"
Anti-Western axis,China,1995-01-01,903,Manufacturing,5.3,$ billions
Anti-Western axis,China,1996-01-01,1058.2,Manufacturing,6.1,$ billions
Anti-Western axis,China,1997-01-01,1167.1,Manufacturing,6.8,$ billions
Anti-Western axis,China,1998-01-01,1272,Manufacturing,7.6,$ billions
Anti-Western axis,China,1999-01-01,1364.8,Manufacturing,7.9,$ billions
Anti-Western axis,China,2000-01-01,1528.1,Manufacturing,8.4,$ billions
Anti-Western axis,China,2001-01-01,1531.4,Manufacturing,8.9,$ billions
Anti-Western axis,China,2002-01-01,1605.4,Manufacturing,9.2,$ billions
Anti-Western axis,China,2003-01-01,1963.9,Manufacturing,10,$ billions
Anti-Western axis,China,2004-01-01,2420.5,Manufacturing,10.7,$ billions
Anti-Western axis,China,2005-01-01,2965.3,Manufacturing,11.8,$ billions
Anti-Western axis,China,2006-01-01,3882.8,Manufacturing,13.8,$ billions
Anti-Western axis,China,2007-01-01,5106.1,Manufacturing,15.7,$ billions
Anti-Western axis,China,2008-01-01,6444.2,Manufacturing,17.7,$ billions
Anti-Western axis,China,2009-01-01,6987.6,Manufacturing,21.9,$ billions
Anti-Western axis,China,2010-01-01,8037.1,Manufacturing,21.9,$ billions
Anti-Western axis,China,2011-01-01,9953.9,Manufacturing,23.3,$ billions
Anti-Western axis,China,2012-01-01,11584.8,Manufacturing,26.4,$ billions
Anti-Western axis,China,2013-01-01,12618.9,Manufacturing,28.1,$ billions
Anti-Western axis,China,2014-01-01,13942.8,Manufacturing,30.1,$ billions
Anti-Western axis,China,2015-01-01,14982,Manufacturing,34.1,$ billions
Anti-Western axis,China,2016-01-01,13884.5,Manufacturing,32.6,$ billions
Anti-Western axis,China,2017-01-01,14542.5,Manufacturing,32,$ billions
Anti-Western axis,China,2018-01-01,15838.9,Manufacturing,32.5,$ billions
Anti-Western axis,China,2019-01-01,16199,Manufacturing,33.2,$ billions
Anti-Western axis,China,2020-01-01,16650.4,Manufacturing,35.4,$ billions
Anti-Western axis,Russia,1995-01-01,158.4,Manufacturing,0.9,$ billions
Anti-Western axis,Russia,1996-01-01,193.3,Manufacturing,1.1,$ billions
Anti-Western axis,Russia,1997-01-01,194.9,Manufacturing,1.1,$ billions
Anti-Western axis,Russia,1998-01-01,122.8,Manufacturing,0.7,$ billions
Anti-Western axis,Russia,1999-01-01,89.9,Manufacturing,0.5,$ billions
Anti-Western axis,Russia,2000-01-01,120,Manufacturing,0.7,$ billions
Anti-Western axis,Russia,2001-01-01,142.1,Manufacturing,0.8,$ billions
Anti-Western axis,Russia,2002-01-01,157.3,Manufacturing,0.9,$ billions
Anti-Western axis,Russia,2003-01-01,196.9,Manufacturing,1,$ billions
Anti-Western axis,Russia,2004-01-01,265.4,Manufacturing,1.2,$ billions
Anti-Western axis,Russia,2005-01-01,339.6,Manufacturing,1.4,$ billions
Anti-Western axis,Russia,2006-01-01,434.6,Manufacturing,1.5,$ billions
Anti-Western axis,Russia,2007-01-01,583.7,Manufacturing,1.8,$ billions
Anti-Western axis,Russia,2008-01-01,735.8,Manufacturing,2,$ billions
Anti-Western axis,Russia,2009-01-01,479.1,Manufacturing,1.5,$ billions
Anti-Western axis,Russia,2010-01-01,624.5,Manufacturing,1.7,$ billions
Anti-Western axis,Russia,2011-01-01,821.3,Manufacturing,1.9,$ billions
Anti-Western axis,Russia,2012-01-01,868.3,Manufacturing,2,$ billions
Anti-Western axis,Russia,2013-01-01,900.7,Manufacturing,2,$ billions
Anti-Western axis,Russia,2014-01-01,819,Manufacturing,1.8,$ billions
Anti-Western axis,Russia,2015-01-01,579.3,Manufacturing,1.3,$ billions
Anti-Western axis,Russia,2016-01-01,555.5,Manufacturing,1.3,$ billions
Anti-Western axis,Russia,2017-01-01,700.6,Manufacturing,1.5,$ billions
Anti-Western axis,Russia,2018-01-01,756.6,Manufacturing,1.6,$ billions
Anti-Western axis,Russia,2019-01-01,789.5,Manufacturing,1.6,$ billions
Anti-Western axis,Russia,2020-01-01,684.1,Manufacturing,1.5,$ billions
Rest of world,Rest of World,1995-01-01,2917,Manufacturing,17.1,$ billions
Rest of world,Rest of World,1996-01-01,3123.7,Manufacturing,18.1,$ billions
Rest of world,Rest of World,1997-01-01,3243.3,Manufacturing,18.8,$ billions
Rest of world,Rest of World,1998-01-01,3051.4,Manufacturing,18.2,$ billions
Rest of world,Rest of World,1999-01-01,3033.4,Manufacturing,17.6,$ billions
Rest of world,Rest of World,2000-01-01,3307.5,Manufacturing,18.3,$ billions
Rest of world,Rest of World,2001-01-01,3244.2,Manufacturing,18.8,$ billions
Rest of world,Rest of World,2002-01-01,3307.3,Manufacturing,18.9,$ billions
Rest of world,Rest of World,2003-01-01,3722.7,Manufacturing,18.9,$ billions
Rest of world,Rest of World,2004-01-01,4389.7,Manufacturing,19.4,$ billions
